37400,0.2466,0.2497
37500,0.2466,0.2497
37600,0.2465,0.2496
37700,0.2465,0.2496
37800,0.2465,0.2496
37900,0.2465,0.2495
38000,0.2465,0.2495
38100,0.2464,0.2495
38200,0.2464,0.2494
38300,0.2464,0.2494
38400,0.2464,0.2494
38500,0.2463,0.2493
38600,0.2463,0.2493
38700,0.2463,0.2493
38800,0.2463,0.2492
38900,0.2462,0.2492
39000,0.2462,0.2492
39100,0.2462,0.2492
39200,0.2462,0.2491
39300,0.2462,0.2491
39400,0.2461,0.2491
39500,0.2461,0.249
39600,0.2461,0.249
39700,0.2461,0.249
39800,0.246,0.249
39900,0.246,0.2489
40000,0.246,0.2489
